,Hours Studied,Previous Scores,Extracurricular Activities,Sleep Hours,Sample Question Papers Practiced,Performance Index
2902,1.0,53.0,Yes,6.0,3.0,26.0
2903,4.0,,No,7.0,2.0,58.0
2904,3.0,48.0,Yes,5.0,3.0,29.0
2905,2.0,47.0,No,9.0,,29.0
2906,8.0,78.0,No,7.0,0.0,70.0
2907,7.0,79.0,No,5.0,1.0,67.0
2908,9.0,93.0,Yes,7.0,9.0,93.0
2909,2.0,42.0,No,8.0,5.0,21.0
2910,4.0,94.0,Yes,4.0,5.0,74.0
2911,6.0,95.0,No,4.0,0.0,82.0
2912,3.0,86.0,Yes,4.0,5.0,65.0
2913,8.0,79.0,No,8.0,8.0,75.0
2914,3.0,72.0,Yes,,7.0,55.0
2915,2.0,71.0,,9.0,9.0,54.0
2916,3.0,46.0,Yes,8.0,4.0,26.0
2917,6.0,58.0,No,4.0,3.0,
2918,2.0,73.0,Yes,4.0,5.0,49.0
2919,8.0,53.0,No,5.0,4.0,49.0
2920,1.0,89.0,Yes,5.0,5.0,64.0
2921,7.0,86.0,Yes,6.0,9.0,81.0
2922,2.0,85.0,Yes,7.0,2.0,64.0
2923,,,No,5.0,6.0,82.0
2924,2.0,96.0,No,5.0,7.0,74.0
2925,2.0,58.0,No,5.0,4.0,32.0
2926,8.0,90.0,No,5.0,4.0,83.0
2927,2.0,93.0,No,8.0,3.0,68.0
2928,7.0,98.0,No,6.0,9.0,90.0
2929,3.0,65.0,No,5.0,4.0,44.0
2930,8.0,56.0,Yes,9.0,9.0,51.0
2931,7.0,93.0,Yes,7.0,7.0,86.0
2932,8.0,67.0,No,5.0,4.0,62.0
2933,7.0,58.0,No,8.0,8.0,48.0
2934,6.0,66.0,No,,0.0,56.0
2935,7.0,87.0,No,4.0,6.0,79.0
2936,5.0,91.0,No,4.0,4.0,74.0
2937,7.0,96.0,Yes,6.0,3.0,82.0
2938,1.0,58.0,No,4.0,2.0,32.0
2939,1.0,72.0,No,5.0,,46.0
2940,9.0,90.0,No,,6.0,88.0
2941,5.0,46.0,Yes,6.0,1.0,35.0
2942,5.0,68.0,Yes,9.0,4.0,56.0
2943,3.0,94.0,Yes,5.0,1.0,74.0
2944,5.0,82.0,,4.0,6.0,67.0
2945,3.0,44.0,No,7.0,5.0,23.0
2946,9.0,69.0,Yes,5.0,9.0,67.0
2947,9.0,88.0,,7.0,6.0,86.0
2948,6.0,82.0,Yes,9.0,8.0,70.0
2949,1.0,95.0,Yes,7.0,1.0,68.0
2950,7.0,97.0,Yes,9.0,8.0,91.0
2951,7.0,47.0,No,6.0,6.0,42.0
2952,4.0,81.0,Yes,8.0,1.0,
2953,8.0,51.0,Yes,4.0,9.0,44.0
2954,,81.0,Yes,4.0,1.0,67.0
2955,4.0,52.0,No,5.0,,35.0
2956,4.0,65.0,No,4.0,1.0,46.0
2957,2.0,57.0,No,6.0,0.0,31.0
2958,2.0,81.0,No,4.0,5.0,59.0
2959,4.0,90.0,No,5.0,9.0,71.0
2960,5.0,91.0,No,4.0,4.0,74.0
2961,8.0,88.0,No,,2.0,80.0
2962,6.0,59.0,No,9.0,0.0,49.0
2963,4.0,55.0,Yes,7.0,8.0,39.0
2964,7.0,76.0,Yes,7.0,,67.0
2965,8.0,42.0,No,9.0,5.0,38.0
2966,2.0,66.0,Yes,7.0,5.0,47.0
2967,7.0,54.0,No,8.0,3.0,41.0
2968,2.0,97.0,Yes,6.0,1.0,75.0
2969,2.0,73.0,,5.0,3.0,53.0
2970,8.0,,,8.0,1.0,81.0
2971,2.0,61.0,Yes,5.0,6.0,
2972,9.0,79.0,No,6.0,8.0,77.0
2973,1.0,62.0,No,8.0,1.0,36.0
2974,9.0,98.0,Yes,4.0,8.0,95.0
2975,1.0,88.0,No,6.0,8.0,65.0
2976,2.0,43.0,Yes,7.0,7.0,18.0
2977,6.0,90.0,,8.0,0.0,80.0
2978,6.0,93.0,No,6.0,4.0,81.0
2979,1.0,96.0,No,6.0,9.0,73.0
2980,7.0,80.0,No,8.0,3.0,74.0
2981,8.0,62.0,No,7.0,6.0,57.0
2982,2.0,86.0,No,9.0,7.0,64.0
2983,8.0,,Yes,7.0,9.0,97.0
2984,9.0,48.0,No,6.0,7.0,42.0
2985,6.0,63.0,Yes,5.0,1.0,48.0
2986,5.0,60.0,No,9.0,2.0,46.0
2987,9.0,,,9.0,9.0,79.0
2988,9.0,,Yes,6.0,9.0,83.0
2989,1.0,94.0,Yes,8.0,6.0,
2990,3.0,92.0,Yes,,3.0,73.0
2991,9.0,55.0,,8.0,5.0,56.0
2992,2.0,95.0,No,7.0,7.0,71.0
2993,4.0,94.0,Yes,4.0,,76.0
2994,4.0,64.0,No,8.0,6.0,49.0
2995,2.0,65.0,Yes,8.0,1.0,43.0
2996,3.0,88.0,No,9.0,1.0,67.0
2997,3.0,84.0,Yes,5.0,2.0,63.0
2998,1.0,48.0,Yes,5.0,3.0,18.0
2999,6.0,54.0,No,6.0,,43.0
3000,8.0,78.0,No,6.0,4.0,72.0
3001,3.0,,Yes,6.0,6.0,57.0
3002,5.0,40.0,Yes,8.0,9.0,25.0
3003,1.0,44.0,No,5.0,4.0,15.0
3004,,95.0,Yes,6.0,6.0,88.0
3005,1.0,,Yes,5.0,4.0,24.0
3006,9.0,83.0,No,8.0,9.0,81.0
3007,8.0,45.0,Yes,9.0,7.0,40.0
3008,7.0,67.0,Yes,8.0,6.0,60.0
3009,7.0,84.0,No,6.0,0.0,73.0
3010,5.0,65.0,Yes,8.0,0.0,52.0
3011,5.0,67.0,No,8.0,4.0,53.0
3012,5.0,79.0,No,5.0,1.0,65.0
3013,1.0,54.0,Yes,4.0,8.0,30.0
3014,8.0,45.0,Yes,7.0,1.0,39.0
3015,1.0,66.0,No,6.0,8.0,43.0
3016,4.0,77.0,No,4.0,9.0,59.0
3017,9.0,43.0,,9.0,1.0,38.0
3018,9.0,50.0,No,6.0,3.0,44.0
3019,5.0,60.0,Yes,4.0,2.0,44.0
3020,4.0,69.0,No,8.0,5.0,
3021,3.0,,No,6.0,3.0,37.0
3022,3.0,74.0,No,4.0,8.0,52.0
3023,5.0,42.0,Yes,7.0,8.0,30.0
3024,1.0,51.0,No,8.0,9.0,22.0
3025,5.0,66.0,No,6.0,8.0,51.0
3026,6.0,92.0,No,9.0,2.0,82.0
3027,7.0,69.0,No,9.0,2.0,63.0
3028,9.0,60.0,Yes,6.0,3.0,58.0
3029,3.0,,No,4.0,8.0,58.0
3030,2.0,,Yes,6.0,5.0,38.0
3031,3.0,,No,8.0,8.0,80.0
3032,9.0,77.0,No,5.0,7.0,70.0
3033,7.0,79.0,Yes,9.0,6.0,72.0
3034,9.0,54.0,Yes,4.0,4.0,48.0
3035,2.0,57.0,No,7.0,8.0,36.0
3036,5.0,91.0,No,6.0,3.0,73.0
3037,4.0,68.0,No,8.0,3.0,51.0
3038,2.0,87.0,Yes,,7.0,63.0
3039,9.0,77.0,,,3.0,
3040,,99.0,Yes,8.0,6.0,98.0
3041,6.0,60.0,No,7.0,3.0,45.0
3042,6.0,56.0,Yes,8.0,0.0,45.0
3043,8.0,80.0,Yes,5.0,9.0,74.0
3044,6.0,90.0,Yes,9.0,8.0,81.0
3045,1.0,57.0,No,8.0,3.0,30.0
3046,,96.0,No,,2.0,77.0
3047,7.0,94.0,Yes,4.0,,86.0
3048,2.0,76.0,Yes,9.0,8.0,58.0
3049,9.0,99.0,Yes,5.0,7.0,99.0
3050,8.0,77.0,No,6.0,9.0,69.0
3051,8.0,51.0,No,5.0,6.0,47.0
3052,7.0,50.0,No,5.0,6.0,42.0
3053,4.0,87.0,Yes,6.0,3.0,73.0
3054,2.0,91.0,No,8.0,2.0,71.0
3055,3.0,88.0,No,5.0,3.0,68.0
3056,6.0,59.0,No,9.0,5.0,
3057,5.0,48.0,Yes,5.0,3.0,31.0
3058,8.0,40.0,No,4.0,3.0,31.0
3059,6.0,97.0,No,9.0,1.0,86.0
3060,6.0,42.0,No,4.0,6.0,27.0
3061,1.0,60.0,,9.0,5.0,32.0
3062,4.0,62.0,No,7.0,1.0,41.0
3063,5.0,48.0,Yes,6.0,4.0,33.0
3064,3.0,93.0,Yes,9.0,5.0,75.0
3065,9.0,,Yes,9.0,4.0,57.0
3066,1.0,84.0,Yes,8.0,3.0,59.0
3067,6.0,94.0,No,8.0,8.0,87.0
3068,6.0,85.0,No,7.0,2.0,72.0
3069,5.0,,Yes,,1.0,78.0
3070,5.0,58.0,Yes,8.0,8.0,46.0
3071,5.0,62.0,Yes,4.0,7.0,47.0
3072,6.0,66.0,No,8.0,8.0,58.0
3073,8.0,66.0,No,8.0,9.0,63.0
3074,2.0,78.0,No,7.0,2.0,56.0
3075,6.0,75.0,Yes,7.0,0.0,62.0
3076,1.0,51.0,Yes,5.0,0.0,23.0
3077,4.0,94.0,Yes,8.0,2.0,73.0
3078,3.0,66.0,No,8.0,3.0,46.0
3079,9.0,85.0,No,9.0,1.0,80.0
3080,3.0,73.0,Yes,8.0,7.0,59.0
3081,6.0,,Yes,4.0,2.0,60.0
3082,1.0,67.0,No,9.0,3.0,41.0
3083,6.0,,No,8.0,5.0,61.0
3084,4.0,71.0,Yes,4.0,9.0,51.0
3085,8.0,89.0,Yes,5.0,5.0,82.0
3086,9.0,59.0,No,9.0,1.0,55.0
3087,4.0,79.0,Yes,6.0,5.0,64.0
3088,6.0,74.0,Yes,8.0,3.0,61.0
3089,1.0,70.0,No,9.0,,44.0
3090,4.0,97.0,Yes,7.0,6.0,81.0
3091,7.0,70.0,No,9.0,6.0,64.0
3092,1.0,77.0,Yes,7.0,5.0,53.0
3093,8.0,61.0,No,8.0,9.0,55.0
3094,6.0,84.0,Yes,4.0,5.0,72.0
3095,5.0,80.0,Yes,7.0,5.0,65.0
3096,9.0,48.0,Yes,9.0,3.0,44.0
3097,2.0,91.0,No,9.0,2.0,70.0
3098,5.0,,Yes,7.0,0.0,34.0
3099,6.0,54.0,Yes,5.0,2.0,41.0
3100,7.0,52.0,No,5.0,2.0,43.0
3101,5.0,61.0,Yes,5.0,8.0,48.0
3102,9.0,55.0,No,7.0,2.0,46.0
3103,1.0,71.0,No,7.0,7.0,47.0
3104,7.0,,No,9.0,7.0,37.0
3105,7.0,65.0,Yes,8.0,2.0,56.0
3106,4.0,53.0,No,8.0,9.0,40.0
3107,9.0,98.0,Yes,,9.0,96.0
3108,5.0,77.0,No,7.0,5.0,63.0
3109,4.0,73.0,Yes,8.0,,58.0
3110,7.0,47.0,No,8.0,7.0,36.0
3111,4.0,75.0,No,5.0,9.0,
3112,3.0,,Yes,5.0,9.0,39.0
3113,9.0,95.0,No,5.0,8.0,90.0
3114,8.0,85.0,Yes,6.0,8.0,79.0
3115,1.0,82.0,No,8.0,7.0,58.0
3116,7.0,,Yes,5.0,6.0,89.0
3117,9.0,67.0,No,5.0,9.0,64.0
3118,8.0,85.0,No,7.0,2.0,78.0
3119,8.0,83.0,Yes,9.0,6.0,79.0
3120,6.0,87.0,No,,3.0,72.0
3121,4.0,45.0,Yes,7.0,1.0,26.0
3122,8.0,59.0,Yes,4.0,7.0,52.0
3123,3.0,70.0,No,,1.0,49.0
3124,9.0,72.0,No,9.0,0.0,66.0
3125,2.0,83.0,No,7.0,4.0,59.0
3126,2.0,46.0,Yes,9.0,9.0,28.0
3127,7.0,47.0,Yes,5.0,8.0,39.0
3128,4.0,,No,,4.0,31.0
3129,8.0,41.0,Yes,5.0,1.0,33.0
3130,9.0,56.0,No,7.0,9.0,57.0
3131,7.0,91.0,No,4.0,3.0,83.0
3132,5.0,84.0,No,,7.0,69.0
3133,8.0,76.0,Yes,4.0,6.0,71.0
3134,4.0,81.0,Yes,6.0,4.0,62.0
3135,2.0,83.0,No,7.0,3.0,58.0
3136,6.0,56.0,Yes,6.0,,46.0
3137,9.0,92.0,No,9.0,6.0,93.0
3138,1.0,77.0,No,4.0,4.0,48.0
3139,7.0,74.0,Yes,6.0,7.0,68.0
3140,9.0,99.0,No,5.0,6.0,97.0
3141,9.0,86.0,No,6.0,,82.0
3142,3.0,78.0,No,8.0,8.0,57.0
3143,5.0,69.0,No,9.0,7.0,55.0
3144,8.0,45.0,No,4.0,7.0,37.0
3145,8.0,43.0,Yes,4.0,5.0,
3146,4.0,90.0,Yes,9.0,6.0,72.0
3147,1.0,76.0,No,9.0,7.0,51.0
3148,1.0,74.0,Yes,7.0,4.0,50.0
3149,4.0,97.0,No,5.0,9.0,82.0
3150,,96.0,No,9.0,1.0,84.0
3151,8.0,48.0,No,9.0,6.0,46.0
3152,6.0,45.0,,7.0,9.0,
3153,9.0,52.0,Yes,9.0,2.0,55.0
3154,9.0,,Yes,6.0,9.0,95.0
3155,2.0,61.0,No,8.0,7.0,40.0
3156,1.0,67.0,Yes,8.0,5.0,42.0
3157,2.0,69.0,No,8.0,3.0,45.0
3158,5.0,91.0,Yes,9.0,1.0,80.0
3159,4.0,75.0,No,,6.0,60.0
3160,4.0,41.0,No,5.0,0.0,21.0
3161,9.0,97.0,No,6.0,6.0,95.0
3162,8.0,75.0,Yes,8.0,9.0,72.0
3163,6.0,47.0,Yes,4.0,9.0,35.0
3164,1.0,84.0,No,9.0,6.0,58.0
3165,2.0,81.0,Yes,6.0,9.0,59.0
3166,6.0,89.0,Yes,5.0,2.0,77.0
3167,2.0,48.0,Yes,8.0,3.0,23.0
3168,5.0,40.0,Yes,5.0,3.0,26.0
3169,5.0,52.0,Yes,9.0,3.0,
3170,6.0,89.0,Yes,8.0,8.0,79.0
3171,6.0,54.0,Yes,4.0,5.0,39.0
3172,6.0,71.0,Yes,6.0,9.0,61.0
3173,2.0,73.0,,4.0,8.0,47.0
3174,3.0,82.0,Yes,8.0,3.0,63.0
3175,6.0,70.0,Yes,7.0,6.0,61.0
3176,8.0,53.0,Yes,6.0,9.0,51.0
3177,1.0,93.0,Yes,5.0,8.0,68.0
3178,,86.0,No,8.0,9.0,66.0
3179,2.0,53.0,No,4.0,2.0,29.0
3180,6.0,87.0,Yes,9.0,2.0,78.0
3181,9.0,94.0,Yes,7.0,5.0,94.0
3182,4.0,68.0,Yes,9.0,7.0,
3183,3.0,86.0,No,8.0,0.0,
3184,8.0,58.0,No,5.0,3.0,50.0
3185,9.0,66.0,Yes,4.0,7.0,62.0
3186,5.0,48.0,Yes,6.0,5.0,31.0
3187,,76.0,Yes,7.0,1.0,73.0
3188,2.0,76.0,Yes,8.0,7.0,57.0
3189,3.0,82.0,Yes,8.0,0.0,60.0
3190,7.0,67.0,No,8.0,0.0,56.0
3191,7.0,91.0,Yes,8.0,6.0,88.0
3192,6.0,96.0,No,4.0,9.0,84.0
3193,6.0,63.0,Yes,6.0,2.0,48.0
3194,2.0,67.0,Yes,5.0,7.0,41.0
3195,6.0,,No,7.0,8.0,
3196,4.0,91.0,No,8.0,7.0,74.0
3197,3.0,57.0,Yes,9.0,0.0,38.0
3198,2.0,64.0,,8.0,0.0,40.0
3199,1.0,74.0,Yes,6.0,5.0,49.0
3200,5.0,43.0,No,6.0,0.0,30.0
3201,2.0,53.0,No,4.0,7.0,29.0
3202,2.0,78.0,Yes,4.0,5.0,57.0
3203,7.0,65.0,Yes,9.0,4.0,58.0
3204,8.0,47.0,,9.0,,40.0
3205,,63.0,Yes,4.0,3.0,60.0
3206,4.0,55.0,No,7.0,0.0,41.0
3207,1.0,59.0,No,9.0,6.0,34.0
3208,7.0,54.0,Yes,4.0,9.0,46.0
3209,1.0,46.0,No,8.0,8.0,24.0
3210,4.0,97.0,Yes,4.0,3.0,79.0
3211,8.0,56.0,Yes,7.0,3.0,52.0
3212,2.0,61.0,No,4.0,8.0,36.0
3213,6.0,,Yes,4.0,3.0,52.0
3214,6.0,93.0,No,8.0,9.0,84.0
3215,9.0,51.0,No,9.0,3.0,50.0
3216,5.0,57.0,Yes,8.0,7.0,47.0
3217,4.0,95.0,,8.0,3.0,81.0
3218,5.0,85.0,No,4.0,8.0,70.0
3219,5.0,86.0,Yes,8.0,7.0,77.0
3220,8.0,54.0,No,6.0,4.0,49.0
3221,,76.0,No,,8.0,70.0
3222,2.0,55.0,No,5.0,7.0,28.0
3223,7.0,44.0,No,8.0,9.0,36.0
3224,8.0,41.0,,9.0,3.0,34.0
3225,6.0,91.0,Yes,7.0,3.0,80.0
3226,5.0,67.0,No,8.0,0.0,51.0
3227,9.0,96.0,No,9.0,3.0,95.0
3228,3.0,80.0,No,,7.0,60.0
3229,4.0,93.0,No,4.0,4.0,78.0
3230,9.0,66.0,No,9.0,5.0,65.0
3231,6.0,70.0,No,7.0,3.0,57.0
3232,8.0,80.0,Yes,8.0,4.0,75.0
3233,7.0,75.0,Yes,6.0,9.0,69.0
3234,2.0,86.0,No,9.0,,62.0
3235,3.0,82.0,No,,8.0,63.0
3236,1.0,40.0,No,9.0,2.0,
3237,9.0,89.0,Yes,6.0,9.0,91.0
3238,7.0,68.0,No,6.0,3.0,58.0
3239,1.0,40.0,No,6.0,0.0,15.0
3240,3.0,47.0,No,,4.0,24.0
3241,4.0,96.0,No,7.0,3.0,80.0
3242,4.0,55.0,,9.0,5.0,36.0
3243,5.0,97.0,No,7.0,5.0,
3244,3.0,67.0,Yes,5.0,9.0,49.0
3245,3.0,61.0,No,4.0,5.0,41.0
3246,1.0,57.0,No,9.0,2.0,33.0
3247,7.0,61.0,No,8.0,6.0,52.0
3248,1.0,,No,8.0,2.0,52.0
3249,2.0,51.0,No,9.0,5.0,31.0
3250,4.0,58.0,No,4.0,9.0,38.0
3251,4.0,,No,8.0,0.0,45.0
3252,5.0,89.0,No,9.0,7.0,79.0
3253,2.0,,No,9.0,6.0,78.0
3254,4.0,,Yes,6.0,8.0,24.0
3255,1.0,98.0,Yes,5.0,,72.0
3256,2.0,73.0,Yes,8.0,7.0,52.0
3257,1.0,78.0,No,,1.0,50.0
3258,4.0,98.0,Yes,9.0,8.0,83.0
3259,,49.0,Yes,4.0,,32.0
3260,7.0,86.0,Yes,9.0,9.0,84.0
3261,9.0,96.0,Yes,8.0,6.0,95.0
3262,9.0,46.0,,5.0,9.0,43.0
3263,5.0,99.0,Yes,6.0,0.0,82.0
3264,1.0,76.0,Yes,6.0,5.0,54.0
3265,1.0,86.0,No,9.0,0.0,59.0
3266,6.0,,Yes,4.0,3.0,78.0
3267,2.0,99.0,No,7.0,6.0,79.0
3268,8.0,91.0,Yes,8.0,1.0,87.0
3269,9.0,54.0,Yes,9.0,2.0,53.0
3270,4.0,81.0,Yes,6.0,3.0,65.0
3271,5.0,63.0,No,6.0,5.0,48.0
3272,8.0,65.0,Yes,4.0,8.0,61.0
3273,3.0,65.0,Yes,6.0,3.0,41.0
3274,5.0,85.0,No,8.0,5.0,75.0
3275,3.0,65.0,Yes,4.0,6.0,44.0
3276,3.0,97.0,,5.0,3.0,79.0
3277,3.0,49.0,Yes,4.0,5.0,29.0
3278,7.0,56.0,Yes,8.0,2.0,44.0
3279,7.0,92.0,Yes,8.0,4.0,85.0
3280,7.0,53.0,No,5.0,9.0,40.0
3281,8.0,41.0,No,9.0,3.0,36.0
3282,5.0,87.0,No,4.0,6.0,72.0
3283,5.0,52.0,Yes,8.0,5.0,36.0
3284,4.0,66.0,Yes,8.0,6.0,51.0
3285,7.0,48.0,Yes,5.0,5.0,38.0
3286,4.0,46.0,Yes,7.0,1.0,28.0
3287,2.0,87.0,Yes,4.0,6.0,59.0
3288,4.0,49.0,No,,7.0,30.0
3289,8.0,,No,6.0,,88.0
3290,9.0,93.0,No,5.0,3.0,
3291,3.0,48.0,Yes,7.0,3.0,
3292,7.0,61.0,No,7.0,4.0,51.0
3293,9.0,62.0,No,5.0,8.0,59.0
3294,4.0,46.0,,7.0,4.0,23.0
3295,3.0,87.0,No,8.0,1.0,71.0
3296,5.0,48.0,Yes,7.0,4.0,33.0
3297,1.0,,Yes,4.0,2.0,38.0
3298,3.0,63.0,No,6.0,9.0,45.0
3299,8.0,68.0,No,8.0,7.0,67.0
3300,8.0,56.0,No,5.0,9.0,49.0
3301,4.0,59.0,No,6.0,9.0,
3302,2.0,46.0,No,9.0,1.0,
3303,8.0,82.0,No,8.0,3.0,79.0
3304,8.0,79.0,No,6.0,4.0,74.0
3305,4.0,46.0,No,7.0,3.0,26.0
3306,,67.0,No,9.0,4.0,49.0
3307,2.0,58.0,Yes,5.0,9.0,33.0
3308,,59.0,No,,3.0,53.0
3309,1.0,83.0,Yes,4.0,2.0,53.0
3310,7.0,78.0,Yes,,0.0,69.0
3311,5.0,79.0,No,4.0,3.0,65.0
3312,,46.0,No,4.0,8.0,37.0
3313,4.0,45.0,Yes,7.0,0.0,28.0
3314,7.0,64.0,Yes,8.0,6.0,56.0
3315,5.0,80.0,No,9.0,2.0,64.0
3316,5.0,98.0,Yes,4.0,,83.0
3317,9.0,52.0,No,6.0,5.0,50.0
3318,9.0,78.0,No,9.0,0.0,
3319,9.0,79.0,Yes,8.0,9.0,79.0
3320,6.0,61.0,No,7.0,,49.0
3321,6.0,88.0,Yes,5.0,7.0,77.0
3322,5.0,56.0,No,8.0,2.0,40.0
3323,9.0,,No,4.0,3.0,83.0
3324,,61.0,Yes,6.0,6.0,53.0
3325,7.0,73.0,Yes,9.0,5.0,66.0
3326,7.0,47.0,No,7.0,6.0,
3327,6.0,88.0,No,5.0,8.0,76.0
3328,5.0,84.0,Yes,9.0,8.0,75.0
3329,4.0,57.0,No,6.0,1.0,40.0
3330,3.0,,Yes,5.0,2.0,45.0
3331,3.0,99.0,Yes,,3.0,73.0
3332,6.0,93.0,Yes,9.0,5.0,84.0
3333,4.0,99.0,No,8.0,4.0,84.0
3334,6.0,81.0,Yes,4.0,5.0,71.0
3335,3.0,41.0,No,7.0,7.0,23.0
3336,4.0,41.0,Yes,6.0,1.0,24.0
3337,9.0,66.0,No,8.0,5.0,64.0
3338,5.0,53.0,No,9.0,8.0,38.0
3339,7.0,87.0,Yes,5.0,4.0,74.0
3340,2.0,78.0,Yes,8.0,0.0,58.0
3341,5.0,92.0,Yes,8.0,7.0,
3342,9.0,92.0,No,6.0,3.0,88.0
3343,3.0,95.0,No,4.0,7.0,76.0
3344,9.0,51.0,No,8.0,3.0,48.0
3345,6.0,71.0,Yes,8.0,7.0,59.0
3346,4.0,67.0,Yes,4.0,8.0,46.0
3347,7.0,94.0,Yes,4.0,4.0,84.0
3348,8.0,67.0,Yes,5.0,4.0,61.0
3349,6.0,85.0,Yes,9.0,1.0,76.0
3350,5.0,64.0,No,5.0,8.0,49.0
3351,6.0,43.0,Yes,4.0,3.0,30.0
3352,5.0,65.0,No,7.0,2.0,47.0
3353,8.0,75.0,Yes,4.0,1.0,70.0
3354,1.0,89.0,Yes,5.0,2.0,69.0
3355,,42.0,Yes,6.0,3.0,35.0
3356,2.0,40.0,Yes,6.0,8.0,20.0
3357,9.0,56.0,Yes,9.0,5.0,55.0
3358,1.0,46.0,No,8.0,,19.0
3359,6.0,87.0,Yes,6.0,4.0,74.0
3360,9.0,44.0,No,5.0,8.0,42.0
3361,1.0,58.0,No,6.0,7.0,34.0
3362,4.0,78.0,No,7.0,5.0,59.0
3363,4.0,85.0,No,4.0,2.0,67.0
3364,9.0,,Yes,4.0,6.0,70.0
3365,5.0,,Yes,5.0,9.0,61.0
3366,5.0,88.0,Yes,8.0,5.0,76.0
3367,6.0,55.0,Yes,4.0,7.0,44.0
3368,1.0,79.0,Yes,6.0,5.0,50.0
3369,1.0,89.0,No,7.0,9.0,68.0
3370,9.0,,Yes,8.0,3.0,87.0
3371,3.0,78.0,Yes,8.0,9.0,60.0
3372,4.0,66.0,No,8.0,6.0,47.0
3373,1.0,80.0,Yes,4.0,6.0,55.0
3374,9.0,77.0,Yes,9.0,7.0,73.0
3375,8.0,89.0,No,8.0,1.0,87.0
3376,2.0,89.0,Yes,5.0,5.0,66.0
3377,8.0,64.0,No,6.0,2.0,56.0
3378,7.0,65.0,No,9.0,7.0,59.0
3379,6.0,95.0,Yes,7.0,3.0,83.0
3380,1.0,53.0,No,6.0,3.0,26.0
3381,7.0,53.0,Yes,5.0,1.0,41.0
3382,7.0,53.0,Yes,5.0,5.0,45.0
3383,9.0,64.0,Yes,9.0,5.0,63.0
3384,1.0,75.0,No,6.0,0.0,50.0
3385,2.0,43.0,No,4.0,7.0,15.0
3386,9.0,86.0,No,5.0,2.0,79.0
3387,9.0,54.0,No,8.0,0.0,49.0
3388,6.0,71.0,No,7.0,9.0,63.0
3389,6.0,57.0,No,7.0,0.0,42.0
3390,4.0,53.0,No,5.0,0.0,32.0
3391,4.0,97.0,No,8.0,4.0,84.0
3392,5.0,40.0,No,6.0,4.0,26.0
3393,3.0,81.0,No,7.0,0.0,62.0
3394,1.0,59.0,No,8.0,4.0,33.0
3395,1.0,49.0,Yes,8.0,6.0,28.0
3396,7.0,49.0,No,4.0,4.0,36.0
3397,1.0,98.0,Yes,5.0,8.0,73.0
3398,1.0,63.0,Yes,8.0,3.0,37.0
3399,3.0,73.0,Yes,6.0,8.0,53.0
3400,4.0,67.0,Yes,7.0,,48.0
3401,4.0,66.0,No,4.0,0.0,48.0
3402,2.0,79.0,Yes,6.0,3.0,54.0
3403,1.0,40.0,Yes,,6.0,12.0
3404,3.0,72.0,Yes,5.0,0.0,46.0
3405,4.0,,,6.0,7.0,24.0
3406,3.0,46.0,Yes,7.0,1.0,26.0
3407,8.0,48.0,Yes,4.0,7.0,42.0
3408,1.0,55.0,No,7.0,3.0,28.0
3409,2.0,44.0,No,8.0,7.0,20.0
3410,7.0,73.0,No,4.0,0.0,61.0
3411,4.0,99.0,No,6.0,4.0,80.0
3412,8.0,62.0,No,9.0,8.0,62.0
3413,3.0,,No,5.0,6.0,59.0
3414,6.0,89.0,No,4.0,2.0,74.0
3415,9.0,64.0,No,4.0,3.0,59.0
3416,,96.0,No,4.0,9.0,68.0
3417,1.0,90.0,Yes,7.0,6.0,66.0
3418,8.0,52.0,No,8.0,,43.0
3419,3.0,63.0,Yes,9.0,3.0,44.0
3420,5.0,50.0,Yes,5.0,2.0,34.0
3421,1.0,91.0,No,5.0,1.0,62.0
3422,5.0,90.0,No,8.0,9.0,77.0
3423,6.0,56.0,No,,8.0,44.0
3424,8.0,76.0,No,7.0,2.0,69.0
3425,3.0,52.0,Yes,8.0,6.0,35.0
3426,3.0,66.0,Yes,8.0,,50.0
3427,,59.0,No,6.0,7.0,50.0
3428,4.0,72.0,Yes,7.0,0.0,54.0
3429,4.0,81.0,No,4.0,1.0,59.0
3430,7.0,71.0,Yes,5.0,0.0,60.0
3431,2.0,47.0,Yes,7.0,3.0,25.0
3432,8.0,95.0,No,8.0,1.0,94.0
3433,6.0,68.0,No,4.0,0.0,53.0
3434,3.0,79.0,Yes,,0.0,59.0
3435,,58.0,No,9.0,1.0,53.0
3436,5.0,45.0,Yes,6.0,5.0,29.0
3437,8.0,83.0,No,4.0,1.0,73.0
3438,7.0,99.0,No,4.0,1.0,
3439,8.0,78.0,No,8.0,7.0,72.0
3440,7.0,87.0,No,9.0,4.0,82.0
3441,3.0,80.0,No,8.0,7.0,60.0
3442,2.0,60.0,,5.0,7.0,38.0
3443,7.0,96.0,No,9.0,1.0,89.0
3444,3.0,,Yes,9.0,6.0,45.0
3445,3.0,81.0,No,5.0,,57.0
3446,2.0,49.0,Yes,6.0,7.0,27.0
3447,4.0,49.0,No,4.0,8.0,
3448,8.0,91.0,Yes,6.0,7.0,86.0
3449,1.0,68.0,No,8.0,3.0,45.0
3450,1.0,55.0,No,7.0,9.0,30.0
3451,5.0,40.0,Yes,8.0,6.0,28.0
3452,5.0,56.0,No,7.0,8.0,43.0
3453,1.0,69.0,No,4.0,8.0,43.0
3454,6.0,65.0,No,4.0,3.0,52.0
3455,1.0,92.0,No,9.0,6.0,68.0
3456,,85.0,No,,5.0,73.0
