,Posted On,BHK,Rent,Size,Floor,Area Type,Area Locality,City,Furnishing Status,Tenant Preferred,Bathroom,Point of Contact
1053,,2.0,30000.0,600.0,2 out of 5,Carpet Area,"Gokul Apartment, Evershine Nagar",Mumbai,Unfurnished,Bachelors/Family,2.0,Contact Agent
1054,2022-06-16,2.0,95000.0,750.0,7 out of 10,Carpet Area,Opera House,Mumbai,Furnished,Bachelors,2.0,
1055,2022-06-16,,130000.0,890.0,45 out of 77,Carpet Area,"Lodha The Park, Worli",Mumbai,Semi-Furnished,Family,2.0,Contact Agent
1056,2022-05-27,1.0,14000.0,421.0,3 out of 4,Carpet Area,Borivali East,Mumbai,Unfurnished,Bachelors/Family,1.0,Contact Agent
1057,2022-05-27,3.0,100000.0,1300.0,12 out of 24,Carpet Area,"L&T Emerald Isle, Powai",Mumbai,,Family,3.0,Contact Agent
1058,2022-07-05,1.0,35000.0,350.0,2 out of 3,Super Area,Dadar West,Mumbai,Unfurnished,Bachelors/Family,1.0,Contact Owner
1059,2022-06-07,2.0,,800.0,5 out of 20,Carpet Area,"Nahar Amrit Shakti powai, Chandivali",Mumbai,Semi-Furnished,Bachelors/Family,2.0,Contact Agent
1060,2022-07-06,2.0,45000.0,,5 out of 6,Carpet Area,Santacruz East,Mumbai,Semi-Furnished,Bachelors/Family,2.0,Contact Owner
1061,2022-04-29,1.0,11000.0,650.0,,Super Area,,Mumbai,,,2.0,Contact Owner
1062,2022-05-14,2.0,50000.0,650.0,10 out of 20,Carpet Area,"Sheth Montana, Mulund West",Mumbai,Semi-Furnished,Bachelors/Family,,Contact Agent
1063,2022-05-27,2.0,35000.0,680.0,12 out of 20,Carpet Area,"Parinee Adney, Borivali West",Mumbai,Unfurnished,Bachelors/Family,2.0,Contact Agent
1064,2022-07-06,2.0,100000.0,800.0,1 out of 5,,,Mumbai,Furnished,Bachelors/Family,2.0,Contact Agent
1065,2022-07-06,3.0,130000.0,1250.0,12 out of 29,Carpet Area,"Adani Western Heights, 4 Bunglows",Mumbai,Semi-Furnished,Family,3.0,Contact Agent
1066,2022-05-23,1.0,52000.0,475.0,,Carpet Area,Shivaji Park,Mumbai,Unfurnished,Bachelors/Family,1.0,Contact Agent
1067,2022-07-07,,28000.0,600.0,1 out of 5,Carpet Area,"Gokul Apartment, Evershine Nagar",Mumbai,Unfurnished,Bachelors/Family,2.0,Contact Agent
1068,2022-04-29,1.0,18000.0,450.0,,Super Area,"Nem Vihar, Mulund West",Mumbai,Unfurnished,Bachelors/Family,1.0,Contact Owner
1069,2022-06-04,1.0,30000.0,400.0,3 out of 6,Super Area,Bhatti Pada,Mumbai,Unfurnished,,,Contact Owner
1070,2022-07-06,3.0,45000.0,985.0,Lower Basement out of 18,Carpet Area,"Gemstar Symphony Apartment, Kandivali West",Mumbai,Unfurnished,Family,3.0,Contact Agent
1071,2022-05-27,3.0,130000.0,1450.0,3 out of 7,Carpet Area,Shivaji Park,Mumbai,Unfurnished,Bachelors,3.0,Contact Agent
1072,2022-05-27,2.0,58000.0,,15 out of 24,Carpet Area,,Mumbai,Semi-Furnished,Family,2.0,Contact Agent
1073,2022-07-06,2.0,65000.0,805.0,48 out of 68,Carpet Area,"Auris Serenity, Kanch Pada",Mumbai,Semi-Furnished,Bachelors/Family,3.0,Contact Agent
1074,2022-05-27,1.0,,650.0,,Super Area,Malad East,,Semi-Furnished,Bachelors/Family,1.0,
1075,2022-07-09,1.0,54500.0,515.0,12 out of 42,Carpet Area,"Lodha New Cuffe Parade, Wadala East",Mumbai,Unfurnished,,1.0,Contact Agent
1076,2022-06-12,3.0,70000.0,1000.0,15 out of 20,Carpet Area,Chandivali,Mumbai,,Bachelors/Family,,Contact Agent
1077,2022-06-07,3.0,67000.0,1050.0,6 out of 8,Carpet Area,Chembur,Mumbai,Semi-Furnished,Family,3.0,Contact Agent
1078,2022-07-09,,75000.0,777.0,17 out of 22,Carpet Area,,Mumbai,Furnished,Bachelors/Family,2.0,Contact Agent
1079,2022-06-11,2.0,45000.0,831.0,,,"Kaustubh Platinum, Datta Pada",Mumbai,Unfurnished,Family,2.0,
1080,,3.0,98000.0,1233.0,35 out of 68,Carpet Area,"Auris Serenity, Kanch Pada",Mumbai,Semi-Furnished,Bachelors/Family,4.0,
1081,2022-06-11,1.0,16000.0,250.0,4 out of 10,,Charkop,Mumbai,Unfurnished,Bachelors/Family,,Contact Owner
1082,2022-05-14,2.0,95000.0,900.0,18 out of 30,Carpet Area,"Oberoi Springs, Andheri West",Mumbai,Semi-Furnished,Bachelors,2.0,Contact Agent
1083,2022-07-06,2.0,40000.0,753.0,11 out of 31,Carpet Area,"Omkar Ananta, Film City Road",Mumbai,Unfurnished,Bachelors/Family,2.0,
1084,2022-06-10,3.0,300000.0,1800.0,8 out of 12,Carpet Area,Bandra West,Mumbai,Furnished,Bachelors,3.0,Contact Agent
1085,2022-07-06,2.0,80000.0,670.0,5 out of 17,Carpet Area,Matunga East,Mumbai,Unfurnished,Bachelors,2.0,Contact Agent
1086,2022-07-09,4.0,380000.0,,50 out of 75,Carpet Area,"Omkar 1973, Worli",,Semi-Furnished,Bachelors/Family,4.0,Contact Agent
1087,2022-07-09,,160000.0,1197.0,,Carpet Area,"Aristo Pearl Residency, Prabhadevi",Mumbai,Semi-Furnished,Bachelors/Family,3.0,Contact Agent
1088,2022-06-27,2.0,,880.0,12 out of 27,Carpet Area,orchid suburbia,Mumbai,Unfurnished,Bachelors,2.0,Contact Owner
1089,2022-05-16,2.0,200000.0,1000.0,7 out of 8,Carpet Area,Union Park,Mumbai,Furnished,Bachelors/Family,2.0,Contact Agent
1090,2022-04-29,2.0,65000.0,935.0,,Super Area,Andheri West,Mumbai,,Bachelors/Family,2.0,Contact Owner
1091,2022-07-06,2.0,50000.0,,16 out of 20,Carpet Area,"Raj Legacy, Vikhroli West",Mumbai,Semi-Furnished,Bachelors/Family,2.0,Contact Agent
1092,2022-07-04,1.0,6000.0,200.0,Ground out of 5,Super Area,"Sonal Apartment, Bhandari Compound",Mumbai,Unfurnished,Bachelors/Family,,Contact Owner
1093,2022-06-13,4.0,280000.0,2500.0,24 out of 55,Carpet Area,"Island City Centre, Dadar East",Mumbai,Semi-Furnished,Bachelors/Family,6.0,Contact Agent
1094,2022-07-09,1.0,46000.0,500.0,,Carpet Area,,Mumbai,Furnished,,,Contact Agent
1095,2022-05-31,1.0,35000.0,,,Carpet Area,"Conwood Astoria, Film City Road",Mumbai,Furnished,Bachelors/Family,1.0,Contact Agent
1096,,3.0,75000.0,1088.0,16 out of 37,Carpet Area,"Sunteck City Avenue 1, Goregaon West",Mumbai,Semi-Furnished,Bachelors/Family,3.0,Contact Agent
1097,2022-05-10,,20000.0,330.0,4 out of 8,Carpet Area,Andheri West,Mumbai,Semi-Furnished,Bachelors/Family,1.0,Contact Owner
1098,2022-04-29,1.0,25000.0,400.0,Upper Basement out of 7,Carpet Area,shanti kutir tunga village powai,Mumbai,Unfurnished,Bachelors/Family,1.0,Contact Owner
1099,2022-06-27,3.0,110000.0,1200.0,6 out of 15,Carpet Area,"Salvation CHS, Dadar West",Mumbai,Furnished,Bachelors/Family,3.0,Contact Agent
1100,2022-06-28,2.0,29500.0,700.0,,Carpet Area,Borivali West,Mumbai,,Bachelors/Family,2.0,Contact Agent
1101,2022-07-09,3.0,53000.0,1000.0,16 out of 32,,"Mahindra Splendour, Bhandup West",Mumbai,Semi-Furnished,Bachelors/Family,2.0,Contact Agent
1102,2022-06-12,2.0,,750.0,11 out of 27,Carpet Area,"Hiranandani Atlantis, Hiranandani Gardens",Mumbai,Semi-Furnished,Bachelors/Family,2.0,Contact Agent
1103,2022-06-12,1.0,26000.0,450.0,6 out of 10,Carpet Area,Goregaon West,,Unfurnished,Bachelors,2.0,Contact Agent
1104,2022-04-29,1.0,33000.0,640.0,11 out of 23,,Bhandup West,Mumbai,Furnished,Bachelors/Family,2.0,Contact Owner
1105,2022-07-08,3.0,180000.0,1190.0,5 out of 12,Carpet Area,"L Nagpal Ruby, Turner Road",Mumbai,Semi-Furnished,Bachelors/Family,3.0,Contact Agent
1106,2022-06-23,3.0,70000.0,,5 out of 8,Super Area,Chembur,,Unfurnished,Bachelors,3.0,Contact Agent
1107,2022-07-07,1.0,,330.0,Ground out of 7,Carpet Area,Jankalyan Nagar,Mumbai,Semi-Furnished,Bachelors/Family,1.0,Contact Agent
1108,2022-05-13,,37000.0,685.0,10 out of 18,Carpet Area,Mulund West,Mumbai,Semi-Furnished,Bachelors,2.0,Contact Agent
1109,2022-06-12,1.0,27000.0,400.0,6 out of 10,Carpet Area,Goregaon West,Mumbai,Unfurnished,Bachelors,,Contact Agent
1110,2022-06-15,1.0,35500.0,500.0,8 out of 13,Carpet Area,"Mayfair Sonata Greens, Park Site Colony",Mumbai,Furnished,Bachelors/Family,2.0,Contact Agent
1111,2022-05-24,1.0,24000.0,550.0,2 out of 4,,Mulund West,Mumbai,Unfurnished,Bachelors,1.0,Contact Agent
1112,2022-06-11,4.0,250000.0,2500.0,2 out of 8,Carpet Area,Juhu,Mumbai,,Bachelors/Family,4.0,Contact Agent
1113,2022-05-14,3.0,180000.0,1100.0,6 out of 15,Carpet Area,JVPD Scheme,Mumbai,Furnished,Family,3.0,Contact Agent
1114,2022-05-31,2.0,18500.0,650.0,3 out of 12,Carpet Area,"Swayam Apartment, Poonam Gardens",Mumbai,Unfurnished,Family,2.0,Contact Agent
1115,2022-07-09,3.0,200000.0,1400.0,8 out of 17,Carpet Area,"Hill Road, Bandra West",Mumbai,Furnished,Bachelors/Family,3.0,Contact Agent
1116,2022-07-04,2.0,70000.0,1050.0,14 out of 15,Carpet Area,"Godrej Prime, Chembur",Mumbai,Furnished,Bachelors/Family,,Contact Agent
1117,2022-06-04,3.0,55000.0,850.0,,Carpet Area,Goregaon West,Mumbai,Unfurnished,Bachelors,3.0,Contact Agent
1118,2022-05-23,1.0,24000.0,550.0,Ground out of 4,Carpet Area,,Mumbai,Unfurnished,Bachelors,1.0,Contact Agent
1119,2022-06-23,2.0,55000.0,750.0,5 out of 8,Carpet Area,Chandivali,Mumbai,Furnished,Bachelors/Family,2.0,Contact Agent
1120,2022-07-09,3.0,150000.0,1350.0,23 out of 25,Carpet Area,"Kalpataru Antariksha, Prabhadevi",Mumbai,Semi-Furnished,Bachelors/Family,3.0,Contact Agent
1121,2022-06-25,2.0,50000.0,800.0,5 out of 8,Carpet Area,Santacruz East,Mumbai,Semi-Furnished,Bachelors/Family,2.0,Contact Agent
1122,2022-07-06,4.0,,2650.0,14 out of 48,Carpet Area,"Lodha Bellissimo, Mahalakshmi",Mumbai,Semi-Furnished,Bachelors/Family,3.0,Contact Agent
1123,2022-07-06,,90100.0,975.0,29 out of 35,Carpet Area,Goregaon East,Mumbai,Semi-Furnished,Bachelors/Family,2.0,Contact Agent
1124,2022-06-16,3.0,57000.0,1325.0,15 out of 36,Carpet Area,"Raheja Exotica Sorento, Madh",Mumbai,Furnished,Bachelors/Family,4.0,Contact Agent
1125,2022-04-29,2.0,40000.0,700.0,3 out of 6,Super Area,Andheri West,Mumbai,Semi-Furnished,Bachelors/Family,2.0,Contact Owner
1126,2022-07-09,2.0,80000.0,700.0,3 out of 8,Carpet Area,Hindu Colony,Mumbai,Furnished,Family,2.0,Contact Agent
1127,2022-06-23,2.0,95000.0,850.0,,Carpet Area,Powai,Mumbai,,Bachelors/Family,2.0,Contact Agent
1128,2022-06-22,1.0,14000.0,,10 out of 24,Carpet Area,Ekta Nagar,Mumbai,Unfurnished,Bachelors,1.0,Contact Agent
1129,2022-06-14,2.0,50000.0,850.0,8 out of 10,Carpet Area,"Dsk Madhuban, Sakinaka Junction",Mumbai,Unfurnished,Bachelors/Family,2.0,Contact Agent
1130,2022-06-14,2.0,43000.0,724.0,,Carpet Area,"Akruti Orchid Park, Sakinaka Junction",Mumbai,Unfurnished,Bachelors/Family,2.0,Contact Agent
1131,2022-06-12,2.0,55000.0,650.0,,Carpet Area,Andheri West,Mumbai,Furnished,Bachelors,2.0,Contact Agent
1132,2022-06-16,2.0,,650.0,5 out of 7,Carpet Area,Nahur Gaothan,Mumbai,Unfurnished,Family,,Contact Agent
1133,2022-06-15,2.0,33000.0,700.0,15 out of 28,Carpet Area,,Mumbai,Unfurnished,Bachelors,2.0,Contact Agent
1134,2022-05-26,2.0,47000.0,,4 out of 7,Carpet Area,JB Nagar,Mumbai,Furnished,Bachelors/Family,2.0,Contact Agent
1135,2022-06-27,3.0,75000.0,1250.0,15 out of 20,Carpet Area,"Laksharia Tower, Andheri West",Mumbai,Semi-Furnished,,3.0,Contact Agent
1136,2022-07-07,4.0,45000.0,,3 out of 36,Carpet Area,"Oasis, Lokhandwala Twp",Mumbai,Unfurnished,Bachelors/Family,3.0,Contact Agent
1137,,1.0,36000.0,380.0,12 out of 20,Carpet Area,Mazgaon,Mumbai,Unfurnished,Bachelors/Family,,Contact Agent
1138,2022-05-14,1.0,40000.0,475.0,18 out of 23,Carpet Area,"Sanghvi Evana, Worli",Mumbai,Unfurnished,Bachelors,1.0,Contact Agent
1139,2022-07-03,1.0,40000.0,444.0,8 out of 11,Carpet Area,Sakinaka Junction,Mumbai,Unfurnished,Bachelors,2.0,Contact Agent
1140,2022-06-20,2.0,32000.0,,6 out of 20,Carpet Area,"GSA Grandeur, Gokuldham",Mumbai,Unfurnished,Bachelors/Family,2.0,Contact Agent
1141,2022-06-02,,17000.0,320.0,23 out of 23,Carpet Area,"Midas PMGP Mhada Colony, PMGP Colony",Mumbai,Unfurnished,Bachelors/Family,1.0,Contact Owner
1142,2022-05-13,3.0,77000.0,1100.0,,Carpet Area,"Auris Serenity, Adarsh Nagar",Mumbai,Unfurnished,Bachelors/Family,4.0,Contact Agent
1143,2022-06-16,,290000.0,,,,"Benchmark Solus, Waterfield Road",Mumbai,Furnished,Bachelors/Family,3.0,Contact Agent
1144,2022-05-18,,35000.0,650.0,6 out of 8,Carpet Area,"Evershine Millenium Paradise, Thakur Village, Kandivali East",Mumbai,Semi-Furnished,,2.0,Contact Agent
1145,2022-05-19,1.0,,508.0,16 out of 18,Carpet Area,,Mumbai,Semi-Furnished,Bachelors/Family,2.0,Contact Agent
1146,2022-07-09,4.0,,2500.0,2 out of 10,,JVPD Scheme,Mumbai,Furnished,Bachelors/Family,4.0,Contact Agent
1147,,2.0,47000.0,720.0,Upper Basement out of 16,Carpet Area,,Mumbai,Unfurnished,Bachelors,2.0,Contact Agent
1148,2022-04-29,2.0,50000.0,750.0,Ground out of 5,Super Area,D.N. Nagar,Mumbai,Unfurnished,Bachelors/Family,2.0,Contact Owner
1149,2022-06-27,1.0,32000.0,430.0,2 out of 3,Carpet Area,"Sion East, Sion Koliwada",,Unfurnished,Family,1.0,Contact Agent
1150,2022-06-20,2.0,8000.0,623.0,6 out of 7,Carpet Area,"Shreenath nagar, Morya Nagar",Mumbai,Unfurnished,,2.0,Contact Agent
1151,2022-07-09,3.0,240000.0,1358.0,40 out of 50,Carpet Area,"Lodha Kiara, Worli Hill",,Semi-Furnished,Family,4.0,Contact Agent
1152,2022-07-07,3.0,85000.0,1000.0,4 out of 11,Carpet Area,"Lodha Eternis, Chakala MIDC",Mumbai,Semi-Furnished,Bachelors/Family,3.0,Contact Agent
1153,2022-06-28,3.0,,1100.0,25 out of 28,Carpet Area,"Sejal Tower, Goregaon West",Mumbai,Unfurnished,Bachelors,3.0,
1154,,,75000.0,1255.0,12 out of 17,Carpet Area,Bhakti Park,Mumbai,Furnished,Bachelors/Family,3.0,Contact Owner
1155,2022-05-27,1.0,26500.0,450.0,5 out of 8,Carpet Area,"Vasant Sagar, Thakur Village, Kandivali East",Mumbai,Furnished,,2.0,Contact Agent
1156,2022-06-16,2.0,,650.0,3 out of 7,Carpet Area,"Akruti Aneri, Marol",Mumbai,Furnished,Bachelors/Family,2.0,Contact Agent
1157,2022-07-06,2.0,95000.0,955.0,34 out of 40,Carpet Area,"Lodha New Cuffe Parade, Bhakti Park",Mumbai,Semi-Furnished,Bachelors,2.0,Contact Agent
1158,2022-05-22,2.0,38000.0,700.0,Upper Basement out of 22,Carpet Area,"Altavista, Chembur",Mumbai,Unfurnished,Bachelors/Family,2.0,
1159,2022-07-06,3.0,260000.0,,8 out of 23,Super Area,"Ashford Casa Grande, Lower Parel",Mumbai,,Family,4.0,Contact Agent
1160,2022-06-03,,300000.0,2308.0,9 out of 31,Carpet Area,"Windsor Grande Residences, Andheri West",Mumbai,Semi-Furnished,Bachelors/Family,6.0,Contact Agent
1161,2022-07-09,3.0,180000.0,1250.0,11 out of 13,Carpet Area,"Ekta Trinity, Santacruz West",Mumbai,Semi-Furnished,Family,3.0,Contact Agent
1162,2022-06-04,2.0,40000.0,625.0,6 out of 14,Carpet Area,"Kailash Tower, Powai",,Semi-Furnished,Bachelors,2.0,Contact Agent
1163,2022-05-17,4.0,300000.0,2200.0,7 out of 8,Carpet Area,JVPD Scheme,Mumbai,,Family,4.0,Contact Agent
1164,2022-06-20,2.0,85000.0,870.0,5 out of 21,Carpet Area,"Royal Residency, Lal Baug",Mumbai,Furnished,Bachelors/Family,2.0,Contact Agent
1165,2022-06-04,3.0,,1300.0,4 out of 12,Carpet Area,Kalina,Mumbai,Semi-Furnished,Bachelors/Family,3.0,Contact Agent
1166,2022-06-23,2.0,40000.0,750.0,2 out of 8,Carpet Area,"Techno Park I, Kandivali East",Mumbai,Unfurnished,Family,2.0,Contact Agent
1167,2022-07-06,2.0,45000.0,750.0,2 out of 8,Super Area,Andheri East,Mumbai,Furnished,Bachelors,2.0,Contact Owner
1168,2022-06-04,2.0,,550.0,3 out of 9,Carpet Area,Kalina,Mumbai,,Bachelors/Family,2.0,Contact Agent
1169,2022-07-06,,90000.0,1250.0,2 out of 7,Carpet Area,Andheri West,Mumbai,Furnished,Family,4.0,Contact Agent
1170,2022-07-09,3.0,140000.0,1400.0,11 out of 13,Carpet Area,"Insignia, Bandra Kurla Complex",Mumbai,Semi-Furnished,,3.0,Contact Agent
1171,,3.0,150000.0,1330.0,,Carpet Area,"Oberoi Esquire, Goregaon East",Mumbai,Semi-Furnished,Family,,
1172,2022-06-23,3.0,65000.0,1000.0,,Carpet Area,Chembur,Mumbai,Semi-Furnished,Bachelors/Family,3.0,Contact Agent
1173,2022-05-31,2.0,50000.0,770.0,4 out of 14,Carpet Area,"Sufalam CHS, Chembur East",Mumbai,Unfurnished,Bachelors/Family,2.0,Contact Agent
1174,2022-06-16,2.0,54000.0,800.0,3 out of 7,,"Shimpla Vighnaharta CHS, Seven Bungalows",Mumbai,Unfurnished,Family,2.0,Contact Agent
1175,2022-05-29,4.0,180000.0,1691.0,20 out of 32,Carpet Area,"Oberoi Prisma, Agarkar Chowk",Mumbai,Semi-Furnished,Bachelors/Family,6.0,Contact Agent
1176,2022-05-14,,60000.0,550.0,12 out of 20,,"Neumec Elegance, Lower Parel",Mumbai,Furnished,Bachelors,,
1177,,2.0,65000.0,800.0,10 out of 14,Carpet Area,Andheri West,Mumbai,Unfurnished,Family,2.0,Contact Agent
1178,2022-07-09,2.0,35000.0,615.0,6 out of 14,Carpet Area,"Aspire, Thakur Village, Kandivali East",Mumbai,Unfurnished,Family,2.0,Contact Agent
1179,2022-06-25,2.0,43000.0,663.0,25 out of 43,Carpet Area,"Wadhwa Atmosphere, Mulund West",Mumbai,Unfurnished,Bachelors/Family,2.0,Contact Agent
1180,2022-06-16,1.0,20000.0,400.0,3 out of 4,Carpet Area,Bhandup,Mumbai,Semi-Furnished,Bachelors/Family,1.0,Contact Owner
1181,2022-06-04,2.0,57000.0,625.0,9 out of 18,Carpet Area,"Panch Complex, Powai",Mumbai,Furnished,Bachelors,2.0,Contact Agent
1182,2022-06-16,4.0,130000.0,1432.0,12 out of 20,Carpet Area,"Sabari Ashville, Chembur East",Mumbai,Unfurnished,Bachelors/Family,3.0,Contact Agent
1183,2022-05-24,1.0,25000.0,,3 out of 5,Carpet Area,,Mumbai,Unfurnished,Bachelors,1.0,Contact Agent
1184,2022-06-12,2.0,56000.0,649.0,5 out of 22,Carpet Area,"Promenade At The Address, Ghatkopar West",Mumbai,Semi-Furnished,Bachelors,2.0,Contact Agent
1185,2022-05-14,2.0,55000.0,905.0,10 out of 37,Carpet Area,"Sunteck City Avenue 1, Goregaon West",Mumbai,Unfurnished,Bachelors,2.0,Contact Agent
1186,2022-04-27,2.0,18000.0,882.0,,,"DB Ozone, Mira Road",Mumbai,Unfurnished,,2.0,Contact Owner
1187,2022-06-27,3.0,100000.0,1200.0,,Carpet Area,"Salvation CHS, Dadar West",Mumbai,Furnished,Bachelors/Family,3.0,Contact Agent
1188,2022-05-31,2.0,76000.0,736.0,,Carpet Area,,Mumbai,Unfurnished,Family,,Contact Agent
1189,2022-07-09,3.0,270000.0,1710.0,25 out of 48,Carpet Area,"Lodha Bellissimo, Mahalakshmi",Mumbai,Furnished,,3.0,Contact Agent
1190,2022-06-24,1.0,45000.0,225.0,3 out of 6,Carpet Area,"simla house at nepeasea road, Napean Sea Road",Mumbai,Unfurnished,Bachelors,1.0,Contact Owner
1191,2022-05-22,2.0,39000.0,720.0,Upper Basement out of 22,Carpet Area,"Altavista, Chembur",Mumbai,Unfurnished,,2.0,Contact Agent
1192,2022-06-07,1.0,12500.0,555.0,6 out of 7,Super Area,"Hubtown Gardenia, Mira Road",Mumbai,Unfurnished,,1.0,Contact Owner
1193,2022-07-07,1.0,35000.0,415.0,2 out of 7,Super Area,Andheri East,,Unfurnished,Bachelors/Family,1.0,Contact Owner
1194,2022-06-12,2.0,55000.0,649.0,4 out of 22,Carpet Area,"Promenade At The Address, Ghatkopar West",Mumbai,Semi-Furnished,Bachelors,2.0,Contact Agent
1195,2022-06-15,3.0,90000.0,1000.0,3 out of 3,Carpet Area,Vile Parle West,Mumbai,Furnished,,,Contact Agent
1196,2022-06-04,2.0,250000.0,1300.0,Upper Basement out of 10,Carpet Area,Khar West,Mumbai,Furnished,Bachelors/Family,2.0,Contact Agent
1197,2022-06-24,2.0,,1065.0,15 out of 15,Super Area,"Gaurav Excellency, Mira Road",Mumbai,Furnished,Bachelors/Family,2.0,Contact Owner
1198,2022-07-08,2.0,90000.0,854.0,15 out of 20,Carpet Area,,Mumbai,Semi-Furnished,Bachelors/Family,2.0,Contact Agent
1199,2022-06-27,3.0,120000.0,1200.0,5 out of 14,Carpet Area,"Salvation CHS, Dadar West",Mumbai,Furnished,Bachelors/Family,3.0,Contact Agent
1200,2022-06-06,1.0,55000.0,500.0,8 out of 18,Carpet Area,Hiranandani Gardens,Mumbai,Unfurnished,Bachelors,,Contact Agent
1201,,3.0,70000.0,906.0,7 out of 10,Carpet Area,"Sanjona Gulmarg Towers, Chembur East",Mumbai,Semi-Furnished,Bachelors/Family,3.0,Contact Agent
1202,2022-06-22,3.0,300000.0,1800.0,11 out of 11,Carpet Area,,,Furnished,Bachelors/Family,4.0,Contact Agent
1203,2022-05-26,2.0,25000.0,500.0,1 out of 3,Carpet Area,New Devchhaya Building,Mumbai,Furnished,Bachelors/Family,1.0,Contact Owner
1204,2022-06-16,1.0,35000.0,450.0,2 out of 7,Super Area,Goregaon West,,Unfurnished,Bachelors/Family,1.0,Contact Owner
1205,2022-07-09,3.0,120000.0,1130.0,3 out of 7,Carpet Area,Bandra West,Mumbai,Semi-Furnished,Bachelors/Family,3.0,
1206,2022-06-04,1.0,27000.0,495.0,5 out of 7,Super Area,Andheri East,,Furnished,Bachelors/Family,2.0,Contact Owner
1207,2022-05-19,1.0,25000.0,407.0,5 out of 23,Super Area,,Mumbai,Unfurnished,Bachelors/Family,,Contact Owner
1208,2022-06-16,3.0,,1092.0,60 out of 77,Carpet Area,,Mumbai,Semi-Furnished,Family,3.0,Contact Agent
1209,2022-07-07,2.0,32000.0,610.0,11 out of 18,,"The Windsor, Kandivali East",Mumbai,Unfurnished,Family,2.0,Contact Agent
1210,2022-07-07,1.0,40000.0,,13 out of 14,Super Area,"Manavsthal, Andheri East",Mumbai,Furnished,Bachelors/Family,2.0,Contact Owner
1211,2022-05-31,2.0,52000.0,750.0,4 out of 20,Carpet Area,"vanamali chs ghatla, Ghatla",Mumbai,Unfurnished,Bachelors/Family,2.0,Contact Agent
1212,2022-06-18,2.0,80000.0,750.0,6 out of 16,Carpet Area,"lokhandwala residency, Worli",,Furnished,Bachelors,2.0,Contact Agent
1213,2022-06-23,2.0,55000.0,850.0,6 out of 10,Carpet Area,"Adityavardhan Apartment, Raheja Vihar",Mumbai,Furnished,Bachelors/Family,2.0,Contact Agent
1214,2022-06-04,1.0,30000.0,350.0,5 out of 16,Carpet Area,Prabhadevi,Mumbai,Unfurnished,Bachelors/Family,1.0,Contact Agent
1215,2022-06-04,1.0,20000.0,300.0,2 out of 12,,"Sundar Nagar, Kalina",Mumbai,Semi-Furnished,Bachelors/Family,1.0,Contact Agent
1216,2022-05-23,1.0,85000.0,695.0,2 out of 7,Carpet Area,Union Park,Mumbai,Furnished,Bachelors/Family,2.0,Contact Agent
1217,2022-06-16,1.0,40000.0,415.0,15 out of 22,Carpet Area,"Kanakia Rainforest, Andheri East",Mumbai,Semi-Furnished,Bachelors/Family,2.0,Contact Agent
1218,2022-06-25,1.0,21000.0,450.0,3 out of 13,Carpet Area,Bhandup Village,Mumbai,Unfurnished,Bachelors,2.0,Contact Agent
1219,2022-06-23,3.0,43000.0,850.0,8 out of 14,Carpet Area,"Aspire, Kandivali East",Mumbai,Unfurnished,Family,3.0,
1220,2022-05-11,2.0,58000.0,805.0,30 out of 58,Carpet Area,,Mumbai,Semi-Furnished,Bachelors/Family,3.0,
1221,2022-07-06,,130000.0,700.0,7 out of 10,,Bandra West,Mumbai,Furnished,Bachelors/Family,2.0,Contact Agent
1222,2022-04-13,3.0,260000.0,,10 out of 11,Carpet Area,JVPD Scheme,Mumbai,Furnished,Family,4.0,Contact Agent
1223,2022-06-27,2.0,46000.0,669.0,15 out of 43,Carpet Area,"Tulip at Runwal Forests, Kanjurmarg West",Mumbai,,Bachelors,2.0,Contact Agent
1224,2022-06-23,1.0,6500.0,325.0,7 out of 16,Carpet Area,"Unicorn Global Arena, Naigaon East",Mumbai,Unfurnished,Family,1.0,
1225,2022-05-31,,21000.0,600.0,5 out of 6,Super Area,Sher E Punjab Society,Mumbai,,,1.0,Contact Owner
1226,2022-05-22,2.0,,725.0,Upper Basement out of 16,Carpet Area,Chembur,,Unfurnished,Bachelors/Family,2.0,Contact Agent
1227,2022-06-03,2.0,,750.0,,Carpet Area,"Green Woods Chkala, Andheri East",Mumbai,Semi-Furnished,Bachelors/Family,2.0,Contact Agent
1228,2022-06-29,,65000.0,1050.0,13 out of 21,Carpet Area,"Hillcrest, Andheri East",Mumbai,Semi-Furnished,,3.0,Contact Agent
1229,2022-05-19,2.0,15000.0,600.0,18 out of 28,Carpet Area,Shilphata,Mumbai,Unfurnished,Bachelors/Family,,Contact Owner
1230,2022-06-28,,130000.0,1000.0,10 out of 13,Carpet Area,Bandra West,Mumbai,Semi-Furnished,,2.0,Contact Agent
1231,2022-07-04,3.0,,,9 out of 55,Carpet Area,"Omkar Alta Monte, Kurar Village",,Furnished,Bachelors/Family,3.0,Contact Agent
1232,2022-07-09,2.0,62000.0,650.0,11 out of 25,Carpet Area,Jacob Circle,Mumbai,Unfurnished,Family,2.0,Contact Agent
