age,is_working,job,marital,education,balance,housing,loan,contact,campaign,poutcome,offer,credit
59,no,management,married,secondary,1558,no,no,telephone,3,unknown,no,96
42,no,admin.,married,secondary,8238,yes,yes,cellular,2,other,no,412
56,no,blue-collar,married,secondary,-256,yes,yes,cellular,1,failure,no,0
29,yes,blue-collar,single,tertiary,455,no,no,telephone,1,unknown,yes,172
34,no,technician,single,secondary,951,yes,no,unknown,1,unknown,no,52
41,no,blue-collar,single,secondary,495,yes,no,cellular,2,unknown,no,42
39,no,blue-collar,married,primary,981,yes,no,unknown,1,unknown,no,59
31,no,management,single,tertiary,1724,yes,no,telephone,2,failure,no,119
32,no,technician,married,secondary,-410,yes,yes,cellular,3,unknown,no,0
34,no,management,married,tertiary,63,no,no,cellular,1,failure,no,40
53,no,admin.,married,secondary,2924,no,no,cellular,6,unknown,no,178
61,no,retired,married,secondary,523,no,no,cellular,3,success,yes,44
46,no,technician,married,unknown,605,yes,no,cellular,2,unknown,no,47
35,no,blue-collar,single,primary,-4,yes,no,cellular,1,unknown,no,0
61,yes,self-employed,divorced,tertiary,6,yes,no,cellular,2,unknown,yes,0
56,no,self-employed,married,secondary,1539,no,no,cellular,14,unknown,no,101
54,no,retired,divorced,primary,22,no,no,unknown,4,unknown,no,0
43,no,admin.,married,secondary,25741,yes,no,unknown,2,unknown,no,1310
33,no,blue-collar,married,secondary,-354,yes,yes,cellular,1,failure,no,0
30,no,technician,single,secondary,224,yes,no,cellular,2,unknown,no,0
39,yes,management,divorced,secondary,4314,yes,no,cellular,4,unknown,no,1508
46,yes,admin.,married,secondary,368,no,no,cellular,1,other,yes,138
24,no,blue-collar,single,primary,111,yes,yes,unknown,4,unknown,no,0
52,no,blue-collar,married,primary,796,no,no,cellular,2,unknown,no,68
36,no,blue-collar,married,secondary,866,yes,no,cellular,1,unknown,no,65
33,no,blue-collar,married,secondary,36,yes,no,unknown,4,unknown,no,0
39,yes,management,single,tertiary,763,no,no,cellular,1,failure,yes,286
41,yes,unemployed,single,primary,216,no,no,cellular,3,unknown,yes,90
36,no,management,married,tertiary,-92,no,yes,cellular,3,unknown,no,32
45,no,services,married,secondary,4971,no,no,cellular,9,unknown,no,260
32,no,technician,married,tertiary,593,no,no,cellular,2,other,no,46
23,no,services,married,secondary,-19,yes,no,unknown,10,unknown,no,0
29,no,unemployed,single,secondary,523,no,no,cellular,1,unknown,no,31
42,no,entrepreneur,married,primary,558,yes,no,cellular,2,unknown,no,51
60,no,management,divorced,tertiary,2589,yes,no,unknown,2,unknown,no,150
26,yes,unemployed,single,tertiary,3466,no,no,cellular,2,unknown,yes,1235
41,yes,management,married,tertiary,0,no,no,cellular,5,unknown,yes,0
35,no,entrepreneur,married,secondary,2074,yes,no,unknown,7,unknown,no,127
36,no,management,married,tertiary,699,no,no,cellular,1,unknown,no,63
50,no,services,married,secondary,683,yes,yes,unknown,3,unknown,no,0
52,no,technician,married,secondary,0,yes,no,cellular,1,unknown,no,0
57,no,technician,divorced,secondary,77,yes,yes,cellular,3,failure,no,0
59,no,admin.,divorced,tertiary,39,no,no,cellular,1,unknown,no,0
27,no,blue-collar,married,primary,1002,yes,no,unknown,1,unknown,no,61
53,no,technician,married,secondary,1982,yes,yes,cellular,1,unknown,yes,104
24,yes,student,single,tertiary,235,no,no,cellular,1,success,yes,103
35,no,management,married,tertiary,0,yes,no,cellular,4,failure,no,0
37,yes,technician,married,tertiary,1561,no,no,cellular,7,unknown,no,575
28,no,technician,single,secondary,16,no,no,cellular,1,failure,no,0
29,no,blue-collar,single,primary,10,no,no,cellular,3,unknown,no,0
30,no,management,single,tertiary,57,yes,no,cellular,2,unknown,no,36
40,no,admin.,married,secondary,1831,no,no,cellular,2,unknown,no,107
42,no,management,married,tertiary,1272,yes,no,cellular,1,failure,no,77
47,no,admin.,married,secondary,4307,no,no,unknown,1,unknown,no,227
47,no,technician,married,secondary,44,no,no,unknown,3,unknown,no,0
48,no,admin.,married,secondary,0,no,yes,cellular,1,failure,no,0
55,yes,retired,married,secondary,1504,yes,yes,cellular,1,unknown,yes,549
39,no,admin.,married,secondary,350,yes,no,telephone,6,unknown,no,0
38,yes,unemployed,married,primary,7005,yes,no,cellular,1,success,yes,2473
22,yes,blue-collar,single,secondary,682,no,no,cellular,2,success,yes,259
61,yes,housemaid,married,primary,211,no,no,cellular,2,failure,yes,78
28,no,services,married,secondary,7,no,no,cellular,3,unknown,no,0
32,no,blue-collar,married,secondary,5,no,no,cellular,1,unknown,no,0
38,no,admin.,single,secondary,435,no,no,unknown,2,unknown,no,59
33,no,technician,married,secondary,7621,no,no,cellular,1,unknown,no,378
32,yes,student,married,tertiary,744,yes,no,cellular,2,other,no,284
50,no,services,divorced,secondary,622,yes,no,cellular,3,unknown,no,48
32,no,management,single,secondary,388,no,no,telephone,2,unknown,no,0
66,yes,retired,married,primary,3629,no,no,cellular,1,other,yes,1283
50,no,technician,married,primary,249,yes,no,unknown,1,unknown,no,0
39,no,technician,married,tertiary,209,no,no,unknown,2,unknown,no,40
32,no,blue-collar,married,secondary,3514,yes,no,unknown,2,unknown,no,199
25,yes,blue-collar,single,secondary,330,yes,no,unknown,1,unknown,no,131
58,no,admin.,married,secondary,749,yes,no,unknown,2,unknown,no,51
47,no,management,married,secondary,0,yes,yes,cellular,2,unknown,no,0
54,no,self-employed,divorced,primary,4382,yes,no,telephone,4,unknown,no,233
36,no,services,married,secondary,488,yes,no,cellular,5,unknown,no,0
35,no,self-employed,single,tertiary,329,yes,no,cellular,7,unknown,no,43
35,no,management,married,tertiary,0,no,no,cellular,4,unknown,no,0
35,no,blue-collar,married,tertiary,199,yes,yes,cellular,1,unknown,no,0
47,no,blue-collar,married,secondary,1001,yes,no,unknown,4,unknown,no,66
51,no,technician,married,secondary,0,no,yes,cellular,3,unknown,no,0
35,no,services,married,primary,31,no,yes,cellular,3,failure,no,0
50,no,blue-collar,married,primary,3764,no,no,telephone,4,unknown,no,197
38,yes,blue-collar,married,secondary,1627,no,no,unknown,9,unknown,yes,583
49,no,entrepreneur,married,secondary,-1965,no,yes,telephone,2,unknown,no,0
40,no,management,married,secondary,2596,no,no,unknown,1,unknown,no,147
60,no,admin.,single,secondary,646,yes,no,telephone,2,unknown,no,52
45,no,admin.,married,unknown,2033,no,no,cellular,1,failure,no,109
37,yes,self-employed,married,primary,0,no,no,unknown,4,unknown,no,0
60,yes,management,divorced,tertiary,366,no,no,cellular,1,unknown,yes,141
49,no,blue-collar,married,secondary,-55,no,no,unknown,3,unknown,no,0
36,no,management,married,tertiary,1584,yes,no,cellular,1,unknown,no,97
59,no,entrepreneur,divorced,tertiary,-869,no,yes,cellular,1,unknown,no,0
33,no,management,single,tertiary,34,yes,no,unknown,1,unknown,no,0
34,no,management,married,tertiary,6463,yes,no,cellular,1,unknown,no,341
27,no,self-employed,divorced,secondary,165,yes,no,cellular,2,failure,no,0
80,yes,housemaid,married,primary,0,no,no,cellular,1,failure,yes,0
54,yes,management,married,tertiary,1464,no,no,cellular,2,success,yes,516
42,no,technician,married,secondary,613,yes,no,cellular,2,unknown,no,34
34,no,blue-collar,married,secondary,187,yes,no,unknown,2,unknown,no,0
52,no,technician,divorced,secondary,643,yes,no,cellular,1,unknown,no,62
40,yes,management,married,tertiary,9221,no,no,cellular,1,unknown,no,3258
28,yes,services,single,secondary,5090,yes,no,unknown,3,unknown,yes,1802
30,no,self-employed,single,secondary,280,no,no,telephone,3,unknown,no,40
42,no,management,married,tertiary,202,no,no,unknown,1,unknown,no,33
38,no,blue-collar,married,secondary,3598,no,no,unknown,1,unknown,no,183
31,yes,admin.,single,secondary,0,no,no,cellular,3,unknown,yes,0
24,yes,admin.,single,secondary,1295,no,no,cellular,2,success,yes,476
38,no,technician,married,secondary,69,no,yes,cellular,2,unknown,no,0
22,yes,student,single,secondary,552,no,no,cellular,1,unknown,yes,202
60,yes,admin.,married,secondary,106,no,no,cellular,1,success,yes,37
51,yes,admin.,single,secondary,895,no,no,cellular,2,unknown,yes,337
32,no,admin.,divorced,secondary,-331,yes,yes,unknown,3,unknown,no,0
37,yes,management,married,tertiary,5106,no,no,cellular,1,unknown,yes,1797
42,yes,management,divorced,secondary,764,no,yes,cellular,3,unknown,no,273
39,yes,management,married,tertiary,1425,yes,no,cellular,3,unknown,yes,511
37,yes,admin.,single,tertiary,1000,yes,no,cellular,1,success,yes,366
33,no,blue-collar,single,secondary,231,yes,no,unknown,1,unknown,no,40
29,no,technician,married,secondary,344,yes,yes,unknown,2,unknown,no,0
34,no,blue-collar,married,secondary,2305,yes,no,cellular,1,unknown,no,124
47,yes,admin.,married,secondary,-185,yes,no,cellular,2,unknown,no,0
25,no,services,single,secondary,88,yes,no,cellular,18,unknown,no,0
38,no,technician,married,secondary,0,yes,no,cellular,1,unknown,yes,0
30,yes,services,married,secondary,3929,yes,no,cellular,1,unknown,yes,1397
30,no,entrepreneur,married,secondary,1160,no,yes,cellular,1,unknown,no,77
55,no,retired,married,secondary,39,no,no,cellular,5,unknown,no,0
51,yes,blue-collar,married,primary,377,yes,no,telephone,4,failure,no,143
58,yes,unemployed,married,secondary,687,yes,no,cellular,1,success,yes,232
33,yes,management,married,tertiary,4570,no,no,cellular,2,unknown,yes,1624
33,no,technician,divorced,tertiary,839,yes,no,unknown,3,unknown,no,50
71,yes,retired,married,primary,3230,no,no,cellular,2,failure,yes,1131
28,yes,blue-collar,single,secondary,-46,yes,no,cellular,1,failure,yes,0
29,yes,services,divorced,secondary,-7,yes,no,cellular,3,unknown,yes,0
40,no,technician,married,tertiary,2627,yes,no,cellular,3,unknown,no,145
24,no,admin.,single,tertiary,1141,yes,no,unknown,1,unknown,no,69
25,yes,services,single,unknown,2022,no,no,cellular,8,other,yes,719
47,yes,management,married,tertiary,3663,no,no,cellular,2,success,yes,1285
32,no,management,married,tertiary,272,yes,no,cellular,4,failure,no,0
28,yes,student,single,secondary,2351,no,no,telephone,1,unknown,yes,857
57,no,retired,married,secondary,8,no,no,cellular,2,unknown,no,0
34,yes,admin.,single,tertiary,625,no,yes,unknown,1,unknown,yes,227
29,yes,management,single,tertiary,572,yes,no,telephone,1,unknown,yes,233
34,no,blue-collar,single,secondary,152,yes,no,cellular,1,unknown,no,36
42,no,management,single,secondary,900,yes,no,unknown,1,other,no,67
33,no,management,married,tertiary,0,no,no,cellular,2,unknown,no,0
43,no,management,married,tertiary,1188,no,no,cellular,2,unknown,no,84
20,no,admin.,single,secondary,336,no,yes,cellular,1,unknown,no,0
37,yes,blue-collar,married,primary,1941,yes,no,cellular,2,unknown,no,681
38,yes,technician,married,secondary,497,no,no,unknown,1,unknown,yes,184
62,yes,retired,married,secondary,298,no,no,cellular,2,unknown,yes,118
21,no,technician,single,tertiary,61,no,yes,cellular,1,unknown,no,0
34,no,management,single,tertiary,94,no,no,cellular,11,unknown,no,0
42,no,technician,divorced,secondary,-106,yes,no,unknown,1,unknown,no,0
37,no,technician,married,tertiary,0,no,no,cellular,1,unknown,no,32
60,no,retired,married,primary,170,yes,no,unknown,2,unknown,no,0
28,yes,unemployed,married,primary,7459,yes,no,cellular,5,failure,yes,2617
27,yes,student,single,secondary,6036,no,no,cellular,1,failure,yes,2143
60,yes,retired,married,secondary,404,no,no,cellular,2,failure,yes,157
41,no,entrepreneur,married,primary,0,no,no,unknown,2,unknown,no,0
21,yes,student,single,secondary,1746,no,no,cellular,2,unknown,no,628
41,yes,blue-collar,married,primary,2453,yes,no,unknown,1,unknown,yes,868
28,yes,blue-collar,single,secondary,1705,no,no,cellular,2,unknown,yes,588
31,no,admin.,single,secondary,0,yes,yes,unknown,3,unknown,no,0
53,no,technician,divorced,secondary,394,no,no,cellular,5,unknown,no,31
40,no,blue-collar,divorced,secondary,94,yes,no,cellular,1,failure,no,39
29,no,blue-collar,married,secondary,1956,yes,no,unknown,6,unknown,no,110
22,yes,student,single,secondary,71,no,no,cellular,1,success,yes,44
35,no,technician,divorced,tertiary,4515,yes,no,cellular,2,unknown,no,244
36,no,entrepreneur,married,tertiary,271,yes,no,unknown,2,unknown,no,0
32,no,management,single,tertiary,616,yes,no,cellular,2,other,no,53
47,no,blue-collar,married,secondary,1730,yes,no,cellular,1,unknown,yes,107
45,no,technician,married,secondary,0,yes,yes,unknown,5,unknown,no,0
29,no,services,divorced,secondary,31,yes,no,unknown,1,unknown,no,0
49,no,services,married,secondary,702,no,yes,cellular,1,unknown,no,60
43,yes,technician,divorced,unknown,4389,no,no,cellular,1,unknown,yes,1529
30,no,technician,married,secondary,2371,yes,yes,cellular,5,unknown,no,128
36,no,admin.,married,secondary,251,no,no,cellular,7,unknown,no,33
29,yes,student,single,unknown,7585,no,no,cellular,2,failure,yes,2667
27,yes,management,single,tertiary,648,yes,yes,unknown,1,unknown,no,251
31,yes,technician,divorced,tertiary,0,no,no,cellular,6,unknown,yes,0
29,yes,services,divorced,secondary,161,yes,yes,cellular,5,unknown,no,75
53,no,management,married,tertiary,761,no,yes,cellular,6,unknown,no,60
22,yes,admin.,single,tertiary,897,yes,no,cellular,4,unknown,yes,351
30,no,technician,married,secondary,27,yes,no,cellular,2,unknown,no,0
45,yes,management,married,tertiary,786,no,no,cellular,3,unknown,yes,288
48,no,blue-collar,married,primary,346,yes,no,cellular,1,unknown,no,0
39,no,services,married,secondary,2813,no,no,unknown,2,unknown,no,142
49,no,management,single,tertiary,493,no,no,cellular,1,failure,no,53
32,yes,blue-collar,single,primary,398,yes,no,cellular,1,unknown,yes,153
58,yes,retired,married,secondary,100,yes,no,cellular,2,unknown,no,52
64,yes,retired,divorced,primary,315,no,no,cellular,1,unknown,yes,127
33,yes,services,divorced,secondary,2358,yes,no,cellular,3,unknown,no,808
30,no,admin.,married,tertiary,591,yes,no,cellular,1,unknown,no,46
51,no,admin.,married,secondary,771,no,yes,cellular,3,unknown,no,38
26,yes,technician,single,tertiary,401,no,no,cellular,2,unknown,yes,154
47,yes,management,single,tertiary,86,no,no,cellular,1,unknown,yes,64
32,yes,management,married,tertiary,905,no,no,cellular,4,unknown,yes,340
30,yes,blue-collar,single,secondary,239,yes,no,unknown,1,unknown,yes,89
49,no,housemaid,married,primary,434,yes,yes,unknown,3,unknown,no,0
27,no,services,married,secondary,1,no,no,cellular,3,unknown,no,0
27,no,blue-collar,single,secondary,181,no,no,unknown,1,unknown,no,0
32,yes,admin.,married,secondary,51,yes,yes,cellular,1,unknown,yes,31
43,no,blue-collar,married,primary,18,yes,no,cellular,2,other,no,0
44,yes,blue-collar,married,secondary,3060,yes,no,cellular,1,failure,no,1080
36,no,self-employed,married,tertiary,687,yes,no,cellular,8,unknown,no,66
50,no,management,married,tertiary,258,no,no,cellular,6,unknown,no,41
36,no,management,married,tertiary,322,yes,no,cellular,1,unknown,no,37
34,no,technician,single,tertiary,2658,yes,no,cellular,2,unknown,no,180
35,yes,technician,single,tertiary,670,no,no,cellular,4,success,yes,263
27,no,technician,married,secondary,512,yes,no,unknown,1,unknown,no,0
25,yes,management,single,tertiary,2506,no,no,cellular,1,unknown,yes,913
40,no,admin.,married,secondary,79,yes,no,cellular,3,unknown,no,0
22,no,student,single,secondary,2488,no,no,cellular,2,other,yes,123
40,no,management,married,tertiary,5,yes,no,cellular,3,unknown,no,0
77,yes,retired,married,secondary,4112,no,no,telephone,1,success,yes,1443
35,yes,technician,married,tertiary,3160,yes,no,cellular,2,failure,yes,1111
46,no,blue-collar,married,secondary,4007,no,no,cellular,5,other,no,209
64,yes,management,married,unknown,2352,no,no,cellular,2,success,yes,846
57,no,management,married,unknown,1054,no,no,unknown,3,unknown,no,70
30,no,blue-collar,married,secondary,-6,yes,no,cellular,1,unknown,no,31
32,yes,blue-collar,married,secondary,889,yes,no,cellular,2,other,yes,320
53,no,admin.,married,tertiary,5094,no,no,cellular,1,unknown,no,283
47,no,admin.,divorced,secondary,-364,yes,yes,unknown,2,unknown,no,0
32,no,technician,single,secondary,1732,yes,no,cellular,3,unknown,yes,110
30,yes,blue-collar,married,secondary,0,yes,yes,cellular,1,unknown,yes,0
57,no,management,married,tertiary,2261,yes,no,unknown,1,unknown,no,122
53,no,technician,divorced,secondary,522,yes,no,unknown,1,unknown,no,44
38,no,retired,married,unknown,304,no,no,cellular,1,other,no,30
36,no,blue-collar,married,unknown,79,yes,no,unknown,14,unknown,no,0
25,no,management,married,secondary,2228,yes,no,cellular,1,unknown,yes,126
34,no,admin.,married,secondary,0,yes,no,telephone,1,unknown,no,0
30,no,admin.,single,tertiary,732,no,no,cellular,1,unknown,no,65
56,no,blue-collar,married,secondary,68,yes,no,cellular,5,unknown,no,0
46,no,technician,married,secondary,6993,yes,no,cellular,3,success,no,370
32,no,unemployed,single,secondary,177,yes,no,unknown,3,unknown,no,31
31,yes,self-employed,married,tertiary,2666,no,no,telephone,2,other,yes,943
29,yes,management,single,tertiary,0,no,no,cellular,6,unknown,no,31
31,no,services,married,secondary,1801,yes,no,telephone,1,failure,no,91
50,no,technician,married,tertiary,247,no,no,unknown,1,unknown,no,0
42,yes,technician,married,secondary,994,yes,no,cellular,1,success,yes,370
57,no,retired,married,tertiary,0,no,no,cellular,4,unknown,no,0
31,no,services,single,secondary,1192,yes,no,cellular,2,other,no,61
53,yes,technician,married,secondary,5303,yes,no,telephone,3,success,yes,1870
39,yes,management,married,tertiary,1795,no,no,cellular,7,unknown,yes,634
29,yes,management,single,tertiary,2955,no,no,cellular,2,unknown,yes,1040
26,no,blue-collar,single,secondary,330,yes,no,cellular,1,failure,no,0
58,no,retired,married,primary,0,yes,no,unknown,4,unknown,no,0
30,no,technician,married,tertiary,3418,no,no,cellular,7,unknown,no,180
46,no,blue-collar,married,primary,6150,yes,no,cellular,2,unknown,no,326
52,no,technician,married,unknown,7,no,no,unknown,2,unknown,no,0
33,no,technician,divorced,secondary,557,yes,no,cellular,1,unknown,no,51
30,no,management,married,tertiary,882,no,no,cellular,6,unknown,no,54
85,yes,retired,divorced,primary,7613,no,no,cellular,3,unknown,yes,2689
